en,pt
"It varies between jurisdictions: in some, it is guidance to be taken into account; in others, it has legal force constraining specific management decisions","Varia entre as jurisdições: em algumas, é uma diretriz a ser considerada; em outros, tem força legal que restringe decisões específicas de gestão"
In 1994.,Em 1994.
"Carrageenophytes, Kappaphycus alvarezii and Eucheuma spp.","Carrageenophytes, Kappaphycus alvarezii e Eucheuma spp."
"Approximately 160,000 albatrosses and petrels, mainly in the southern hemisphere.","Aproximadamente 160000 albatrozes e petréis, principalmente no hemisfério sul."
spatial variations in the distribution of evaporation and precipitation and changes in ocean surface currents,variações espaciais na distribuição da evaporação e precipitação e mudanças nas correntes de superfície do oceano
By ensuring aquafeed production is adequate,Garantindo que a produção de ração seja adequada
Population growth and demographic changes; Economic activity; Technological advancements; Changes in governance structures and geopolitical instability; Climate changes.,O crescimento populacional e as mudanças demográficas; Atividade econômica; Avanços tecnológicos;  Mudanças nas estruturas de governança e instabilidade geopolítica; Mudanças climáticas.
Global variability in population distribution and demographics,Variabilidade global na distribuição da população e demografia
"Key drivers for higher biodiversity are: complex threedimensional physical structures that create a diversity of physical habitats, dynamic oceanographic conditions causing higher bottom-up productivity, effects of land-based inputs extending far out to sea, and special vegetation features creating unique and productive habitats near the shore.","Os fatores-chave para uma maior biodiversidade são: estruturas complexas tridimensionais que criam uma variedade de habitats, condições oceânicas dinâmicas que causam uma maior produção da base trófica para o topo, efeitos de desagues de águas que se estendem mar adentro e vegetações com características especiais que criam um habitat único e produtivo próximo da costa."
The marine renewable energy industry.,A indústria de energias renováveis marítima.
"More than half of the known marine fish species have had their conservation status assessed by the International Union for Conservation of Nature (IUCN), and approximately a third of those assessments having been conducted since the first Assessment.","Mais da metade das espécies de peixes marinhos conhecidas tiveram seu estado de conservação avaliado pela União Internacional para a Conservação da Natureza (IUCN), e aproximadamente um terço dessas avaliações foram realizadas desde a primeira Avaliação."
It is a mix of oil and water from underground formations brought to the surface during the  oil and gas exploration.,"
É uma mistura de óleo e água de formações subterrâneas trazidas para a superfície durante a exploração de petróleo e gás."
Helping to supply the ever-growing demand of food,Ajudar a suprir a demanda crescente de alimento
It can lead to variations in the distribution of both oxygen and nutrients.,Ela pode levar a variações na distribuição de oxigênio e nutrientes.
Areas with heavy industrial use.,Áreas de atividade industrial pesada.
"Although its growth rate has dropped significantly, these activities are still growing. Actually, between 2013 and 2019 there was about 6 per cent growth in the number of establishments offering diving training.","Embora a taxa de crescimento tenha caído significativamente, estas atividades ainda estão crescendo. Com efeito, entre 2013 e 2019, houve cerca de 6% de crescimento no número de estabelecimentos oferecendo treinamento de mergulho"
The IWC was established in 1946,O IWC foi estabelecido em 1946
"9,3 kg per capita","9,3 kg per capita"
59.6 million,"59,6 milhões"
Impacts to drainage and flood reduction structures,Impactos nas estruturas de drenagem e redução de enchentes
Up to 10%,Até 10%
China.,China.
"It may increase the incidence and severity of effects like coastal hypoxia, acidification and toxic algal events.","Ela pode aumentar a incidência e gravidade de efeitos como hipóxia costeira, acidificação e eventos algais tóxicos."
About 25 per cent.,Em torno de 25 por cento.
The extinction of herbivorous fish and excessive nutrients from sewage and agriculture,A extinção de peixes herbívoros e o excesso de nutrientes vindos dos esgotos e da agricultura
Recreational fishing.,Pesca recreativa.
China and Japan,China e Japão
67% of the world's population,67% da polulação mundial
To raise the level of species mortality,Elevar o nível de mortalidade das espécies
Invasion of foreign species and climate change.,Invasão de espécies forasteiras e mudança climática.
Economics and population growth,Economia e crescimento populacional
Cruise ship,Navios de cruzeiro
"Shifts in the seasonal distribution and amount of precipitation, an increase in extreme precipitation events, changes in the balance between snow and rain, accelerated melting of glacial ice, and sea-level rise.","Mudanças na distribuição sazonal e quantidade de precipitação, um aumento em eventos extremos de precipitação, mudanças no equilíbrio entre neve e chuva, derretimento acelerado do gelo glacial e aumento do nível do mar."
The growth rate was over 10%,A taxa de crescimento era superior a 10%
South-East Asia and West Africa,Sudeste Asiático e África Ocidental
2.9.,2.9.
It has proven to be very useful in managing multisectoral processes,Provou ser muito útil na gestão de processos multissetoriais
Oxygen,Oxigênio
Implementation of control and management programs based on rigorous research both in the validation of methods and in the understanding of the temporal and spatial behavior of toxic algae.,implantação de programas de controle e gerenciamento baseados em pesquisas rigorosas tanto na validação dos métodos quanto no entendimento do comportamento temporal e espacial das algas tóxicas.
"The top regions are Eastern Europe, Eastern Asia and Southern Asia","As regiões de maior representação são Leste Europeu, Leste Asiático e Sul Asiático  "
To prevent the introduction and spread of diseases and infections in animals,Para evitar a introdução e disseminação de doenças e infecções nos animais
"The main ones will be borders such as the eastern Mediterranean, the east coast of South America (Brazil and Guyana) and the west coast of Africa.","As principais regiões serão as fronteiriças como o Mediterrâneo oriental, a costa leste da América do Sul (Brasil e Guiana) e a costa oeste da África."
It is remarkable how international tourism is increasing in Asia and the Pacific.,É notável a forma como o turismo internacional está aumentando na Ásia e no Pacífico.
"Overexploitation of resources, conversion of mangrove areas to other land uses and the climate-change-induced sea-level rise.","Exploração de recursos, conversão de áreas de mangue para outros usos da terra e aumento do nível do mar induzido pelas mudanças climáticas."
More than half,Mais da metade
"Operational discharges include chemicals from drilling activities, produced water, drilling muds and shavings","Descargas operacionais incluem produtos químicos de atividades de perfuração, água produzida, lamas de perfuração e aparas"
"Tension leg platforms, spars and floating production, storage and offloading (FPSO)","Plataformas de perna de tensão, longarinas e produção flutuante, armazenamento e descarregamento (FPSO)"
"the Arctic Ocean, the Atlantic Ocean, the Indian Ocean and the Pacific Ocean","O Oceano Ártico, o Oceano Atlântico, o Oceano Índico e o Oceano Pacífico"
At least 700 species,Ao menos 700 espécies
Bioactive properties of their natural compounds.,Propriedades bioativas de seus compostos naturais.
"The increase in long-standing uses of the ocean, such as fishing and shipping, and new uses, such as hydrocarbon extraction, mining and the offshore generation of renewable energy.","A intensificação de atividades antigas e tradicionais, como pesca e transporte marítimo, assim como a intensificação de atividades novas, como a extração de hidrocarbonetos, a mineração e a geração de energias  renováveis no mar."
By using supercomputers it creates a model of the subsurface and the rock layers.,"Utilizando um super computador, cria um modelo do sub-solo e das camadas de rocha."
"Currently, 17,246 species of fish are cataloged.",Atualmente estão catalogadas 17.246 espécies de peixes.
"They're forced into shallower waters with higher light levels, above low oxygen zones.","Elas são forçadas a entrar em águas mais rasas com níveis de luz mais altos, acima das zonas de baixo oxigênio. "
"Demand for food from population, international trade in agricultural and industrial products, and coastal degradation from land-based development and land-based sources.","Demanda por comida da população, comércio internacional de produtos da agricultura e indústria, e degradação costeira oriunda do desenvolvimento terrestre e de fontes terrestres."
The Vlora Bay in Albania,"A baía de Vlora, na Albânia."
Approximately 450 delta and estuary areas benefit from some level of environmental protection,Aproximadamente 450 área de deltas e estuários  se beneficiam de algum nível de proteção ambiental
"seasonal fluctuation in sunlight, cloud cover, tidal variations in water depth and (most significantly, where it occurs) turbidity in the water, caused, for example, by resuspension of sediment by tides or storms or by coastal erosion.","Flutuação sazonal da luz solar, cobertura de nuvens, variações das marés na profundidade da água e (de maneira mais significativa, onde ocorre) turbidez na água, por exemplo, por ressuspensão de sedimentos por marés ou tempestades ou por erosão costeira."
"By the nature of the material, such as plastic, metal, glass, rubber or wood, or by sources or uses, such as fishing gear, industrial pellets, sanitary items and single-use plastics.","Pela natureza do material, como plástico, metal, vidro, borracha ou madeira, ou por fontes ou usos, como artes de pesca, pellets industriais, sanitários e plásticos descartáveis."
"3,400m",3.400m
"Increase of land erosion, change of sedimentation pattern along coasts and change in the ability of marine biotas to use the coast as part of their habitat.","Aumento da erosão terrestre, mudança de padrões sedimentares ao longo da costa e mudança na habilidade dos biotas marítimos de usar a costa como parte do seu habitat."
"Direct flow from continental rivers and lakes; groundwater infiltration; runoff, melting of submarines and formation of icebergs from polar ice sheets; melting sea ice; and direct precipitation mainly rain, but also includes snowfall.","Escoamento direto de rios e lagos continentais; infiltração da água subterrânea; escoamento, derretimento de submarinos e formação de icebergs das camadas de gelo polares; derretimento do gelo marinho; e precipitação direta, principalmente chuva, mas também inclui queda de neve."
"an ecosystem services approach emphasizes that ""price"" is not equal to ""value"" and highlights human well-being, as a normative goal. ","uma abordagem de serviços ecossistêmicos enfatiza que ""preço"" não é igual a ""valor"" e destaca o bem-estar humano como uma meta normativa."
"They can cause acute disasters, such as chronic pollution and the potential introduction of invasive non-native species, in addition to oil pollution.","Podem causar desastres agudos, como a poluição crônica e a introdução potencial de espécies não nativas invasivas, além da poluição causada pelo óleo."
Ending overfishing and rebuilding depleted resources may result in an increase of as much as 20 per cent in potential yield.,Acabar com a pesca predatória e reconstruindo recursos depreciados pode resultar em um aumento de até 20 por cento de rendimento potencial
"The average annual income of an individual increased from $3,300 in 1950 to $14,574 in 2016.","A receita anual média de um indivíduo cresceu de U$3,300 em 1950 para U$14,574 em 2016."
"United States (33%), China (16%), Australia (11%)","Estados Unidos (33%), China (16%), Austrália (11%)"
Population growth and demographic changes; Economic activity; Technological advances; Changing governance structures and geopolitical instability; and Climate change.,Crescimento populacional e mudanças demográficas; Atividade econômica; Avanços tecnológicos; Mudança nas estruturas de governança e instabilidade geopolítica; e Mudanças climáticas.
"
Indonesia",Indonésia
Because of new techniques such as genomics which have been developed for species identification and for elucidating phylogenetic relationships,"Por causa de novas técnicas, como a genômica, que foram desenvolvidas para a identificação de espécies e para elucidar as relações filogenéticas"
In areas beyond national jurisdiction,Em áreas além da jurisdição nacional
"From the weathering, abrasion and fragmentation of single-use plastics.","A partir do desgaste, abrasão e fragmentação de plásticos descartáveis."
In some coastal waters and sediments.,Em algumas águas costeiras e sedimentos.
"Because they are both predators and prey, often moving through food chains over the course of their lifetimes, such as from planktonic larvae into predatory adults.","Porque são tanto predadores como presas, muitas vezes movendo-se através de cadeias alimentares ao longo de suas vidas, como de larvas planctônicas até predadores adultos."
Most litter is land-based.,A maior parte do lixo é terrestre.
By supporting the identification of solutions which prevent and mitigate ecosystem pressures caused by cumulative effects resulting from the interaction among human activities and natural events.,Dando suporte à identificação de soluções para evitar e mitigar pressões no ecossistema causadas por efeitos cumulativos resultantes da interação entre atividades humanas e eventos naturais.
The continuous increase of the average global sea level and its rate of change.,O aumento contínuo do nível médio do mar global e sua taxa de variação.
Asia,Ásia
"There are a number of threats to human health from the marine environment that have already been identified, as an increase in the spread of climate warming related pathogens (e.g. Vibrio). In addition, there is some evidence related to the increase of some harmful algal species related to climate warming in some regions (Hinder and others, 2012; Vezzulli and others, 2016);","Há uma série de ameaças à saúde humana decorrentes do ambiente marinho que já foram identificadas, como o aumento na propagação de patógenos relacionados ao aquecimento do clima (por exemplo, Vibrio). Além disso, há algumas evidências relacionadas ao aumento de algumas espécies de algas prejudiciais relacionadas ao aquecimento do clima em algumas regiões (Hinder e outras, 2012; Vezzulli e outras, 2016);"
Up to 10%,Até 10%
58.3 million people or 4.4 per cent of the economically active people,"58,3 milhões de pessoas ou 4,4 por cento das pessoas economicamente ativas"
"Because Greece's geography contains a large coastal area, it ends receiving a high influx of tourists.","Devido à geografia da Grécia conter uma grande área costeira, ela acaba recebendo um alto fluxo de turistas."
"The construction of new ships still remains very concentrated in China, Japan, and the Republic of Korea, which together represent 90 percent of all cargo ship construction activity","A construção de novos navios continua muito concentrada na China, Japão e República da Coréia, que juntos representam 90 por cento de toda a atividade de construção de navios de carga."
the technological advance in the analysis of offshore exploration and production data to improve operational and financial efficiency.,o avanço tecnológico na análise de dados de exploração e produção offshore para melhorar a eficiência operacional e financeira.
"Mainly larger marine animals, such as top predators.","Principalmente animais marinhos maiores, como os superpredadores. "
2020,2020
Studies are conducted in isolation and there is little collaboration between researchers,Os estudos são conduzidos de forma isolada e há pouca colaboração entre os pesquisadores
"Mostly negative ecological, socioeconomic or human health impacts.","Principalmente impactos ecológicos, socioeconômicos ou para a saúde humana negativos."
The United Nations predicts that the global population will reach 8.5 billion in 2030,"As Nações Unidas preveem que a população mundial irá alcançar 8,5 bilhões em 2030."
"Bangladesh, India, Maldives, Myanmar and Pakistan.","Bangladesh, Índia, Maldivas, Mianmar e Paquistão."
To reduce the use of antimicrobials and the resulting welfare implications in aquaculture production.,Para reduzir o uso de antimicrobianos e as implicações resultantes no bem-estar na produção da aquicultura.
It is a sub-regional area,É uma área sub-regional
"Air quality, ease of physical exercise, greater access to seafood","Qualidade do ar, facilidade para praticar exercícios físicos, maior acesso a alimentos do mar"
"Geomorphic features sensitive to changing erosion and sedimentation patterns include mangrove coasts, barrier coasts, and small islands. ","Características geomórficas sensíveis à mudança dos padrões de erosão e sedimentação incluem costas de mangue, costas de barreira e pequenas ilhas. "
Everywhere the fishing gear was used.,Em todos os lugares em que o equipamento de pesca foi usado.
"The list includes 19 per cent of mangroves, 21 per cent of seagrass species and one marsh plant species.","A lista é formada por 19 por cento dos manguezais, 21 por cento das espécies de ervas marinhas e uma espécie de planta do pântano."
Increasing pressures from multiple sources.,Pressões crescentes de múltiplas origens.
By reducing the productivity and resilience of marine systems where sustainable fisheries or aquaculture are traditionally held.,Reduzindo a produtividade e resiliência dos sistemas marinhos onde a pesca e a aquicultura sustentáveis ​​são tradicionalmente realizadas.
"153,434",153434
"It may result in an increased deposit of harmful materials and excess nutrients into the ocean, increased levels of sewage discharge and plastic materials, resulting in the creation of large quantities of marine debris and negative impacts to marine life, ocean aesthetic, and socioeconomic effects. ","Pode resultar em um aumento do depósito de materiais nocivos e excesso de nutrientes nos oceanos, aumento dos níveis de descarga de esgoto e materiais plásticos, resultando na criação de grandes quantidades de detritos marinhos e resultando em impactos negativos para a vida marinha, para a estética do oceano e impactos socioeconômicos."
mesopelagic fish,peixe mesopelágico
mesopelagic fish,peixe mesopelágico
"Food harvesting, maritime transport, seabed mining, offshore hydrocarbon exploration and exploitation, tourism and recreation, use of marine genetic resources, freshwater production by desalination and salt production.
","A colheita de alimentos, transporte marítimo, mineração do fundo do mar, exploração e exploração offshore de hidrocarbonetos, turismo e recreação, uso de recursos genéticos marinhos, produção de água doce por dessalinização e produção de sal."
"Inhibition of primary production by phytoplankton and cyanobacteria, changes in the structure and function of plankton communities and alterations of the nitrogen cycle.","Iinibição da produção primária por fitoplâncton e cianobactérias, mudanças na estrutura e função de comunidades de plâncton, e alterações do ciclo do nitrogênio."
Increased participation of developing countries in this market - especially those located in the southern hemisphere.,Aumento de participação dos países em desenvolvimento nesse mercado - principalmente os localizados no hemisfério sul.
The main reason for the growth was the demand from agriculture,O principal motivo foi o crescimento da demanda na agricultura
"The main threats are the uncontrolled exploitation of resources, the use of mangroves as areas of occupation and rising sea levels.","As principais ameaças são a exploração sem controle de recursos, a utilização dos manguezais como áreas de ocupação e o aumento dos níveis dos oceanos."
The risks come from contamination by pathogens (particularly from discharges of untreated sewage and animal waste) and toxins (often from algal blooms).,Os riscos provêm da contaminação por patógenos (particularmente das descargas de esgoto não tratado e resíduos animais) e toxinas (muitas vezes da proliferação de algas).
"Layer formations are being observed in ocean waters, which reduce the exchange of water between the deepest levels with the surface, which brings problems to ecosystems.","Estão sendo observadas formações de camadas nas águas oceânicas, que reduzem a troca de água entre os níveis mais profundos com a superfície, o que traz problemas aos ecossistemas."
Long-term satellite data.,Dados de satélite de longo prazo.
"The coordination of efforts aimed at managing shared fishery resources and, in some regions, the implementation of effective stock rebuilding frameworks following overfishing.","A coordenação dos esforços com o intuito de gerir recursos compartilhados de pesca e, em algumas regiões, a implementação de estruturas efetivas para reconstrução de estoque após pesca excessiva."
December 2015.,Dezembro de 2015
El Niño,El Niño
"More than 100,000 divers.",Mais de 100.000 mergulhadores.
"Many projections estimate the loss of all commercial fisheries by the middle of the century, but this information is unreliable.","Muitas projeções estimam a perda de todas as pescarias comerciais para a metade do século, mas esta informação não é confiável."
About one-fifth of a cubic kilometre.,Aproximadamente um quinto de um quilômetro cúbico.
The sea-level rise.,O aumento do nível do mar.
"Aquaculture helps the rural poor, especially mothers and young children, to maintain a healthy diet.","A aquicultura ajuda os pobres rurais, especialmente mães e crianças pequenas, a manter uma dieta saudável."
It is estimated that 58.3 million people are employed in fisheries and aquaculture.,"Estima-se que 58,3 milhões de pessoas estão empregadas na pesca e na aquicultura."
Their warm surface temperatures provide significant amounts of heat and moisture to the atmosphere.,As suas temperaturas superficiais quentes fornecem quantidades significativas de calor e umidade para a atmosfera.
The demand for this product from farming and aquaculture.,A demanda por este produto na agricultura e na aquicultura.
Ferry and cruise-ship.,Balsa e cruzeiro.
With cleaning expenses due to the litter accumulated on the beaches.,Com despesas de limpeza devido ao lixo acumulado nas praias.
"Extreme weather conditions, storms, floods and rising sea levels.","Condições meteorológicas extremas, tempestades, inundações e aumento do nível do mar."
Impact on the levels of omega-3 fatty acids and on the nutritional value of farmed fish.,Impacto nos níveis de ácidos graxos omega-3 e no valor nutricional dos peixes de viveiro.
"Fish produced in aquaculture is high in protein and contains essential micronutrients, sometimes essential fatty acids, which cannot be easily replaced by other food products.","O peixe produzido em aquicultura é alto em proteínas e contém micronutrientes essenciais, às vezes ácidos graxos essenciais, que não podem ser facilmente substituídos por outros produtos alimentares."
It evidences the alteration of the water cycle of the global ocean in a period coinciding with its warming.,Evidencia a alteração do ciclo de água do oceano global em um período coincidente com seu aquecimento.
"The ecosystems can provide goods, services and cultural benefits","Os ecosistemas podem trazer benefícios em bens, serviços e culturais."
"The boost in tourism in the Arctic is likely to impact the region's ecosystems and communities, especially as new parts of the Arctic open up with less sea ice, new airports, and continued promotion of the area. ","O aumento do turismo no Ártico provavelmente terá um impacto nos ecossistemas e nas comunidades da região, especialmente à medida que novas partes do Ártico se abrem com menos gelo marinho, novos aeroportos e promoção contínua da região."
Because algal blooms produce toxins that can make fish unfit for human consumption and create anoxic areas that drive fish away.,Porque a proliferação de algas produz toxinas que podem tornar os peixes impróprios para o consumo humano e cria áreas anóxicas que afastam os peixes.
Reduction in methane production in farm animal husbandry,Redução na produção de metano na criação de animais de fazenda
"They can make mollusks and fish sick, causing destruction of ecosystems caused by the death of fish and top predators that ingest the algae or the toxins that they produce
","Podem adoecer moluscos e peixes, causando destruição dos ecossistemas causada pela morte de peixes e predadores de topo que ingerem as algas ou as toxinas que eles expelem."
It has the potential to lead to increased nutrient run-off to the ocean,Tem o potencial de levar a um aumento do escoamento de nutrientes para o oceano
"Abyssal ridges, volcanic islands, seamounts, guyots (plateau-shaped seamounts), valley segments and trenches.","Cristas abissais, ilhas vulcânicas, montes submarinos, montes submarinos em forma de planalto, segmentos de vale e trincheiras."
Through inputs of waste or through the ocean acidification from increased emissions of carbon dioxide.,Através do descarte de dejetos ou através da acidificação do oceano pela elevada emissão de dióxido de carbono.
"
Practices that minimize the risk of introducing an infectious disease and spreading it to the animals at a facility and the risk that diseased animals or infectious agents will leave a facility and spread disease to other sites and to other susceptible species.",Em práticas que minimizam o risco de introdução de uma doença infecciosa e disseminação para os animais em uma instalação e o risco de que animais doentes ou agentes infecciosos deixem uma instalação e espalhem doenças para outros locais e outras espécies suscetíveis.
"Seafood products, including finfish, invertebrates and seaweed, are the major component of food security around the world.","Frutos do mar, incluindo barbatanas, invertebrados e algas marinhas são o componente principal da segurança alimentar em todo o mundo."
"Traditionally as goods, services and and cultural benefits.","Tradicionalmente como benefícios de bens, de serviços e culturais."
"The fishing gear used on trawling fishing can cause damages to coastal and shelf benthic communities, such as the destruction of coral and sponge communities.","Os equipamentos de pesca usados na pesca de arrasto podem causar danos às comunidades costeiras e de plataforma bentônica, como a destruição de comunidades de corais e esponjas."
"That there are higher levels of injuries and deaths compared to other industries, reaching 18 to 40 times higher.","Que existem níveis mais elevados de ferimentos e mortes em comparação com outras indústrias, de 18 até 40 vezes maior."
"The prohibition of harmful drilling muds, the limitation of the produced water that is discharged and the control of which chemicals can be used offshore.","A proibição de lamas de perfuração nocivas, a limitação da água produzida que é descarregada nos oceanos e o controle de quais produtos químicos podem ser usados em alto mar."
"To advance socioeconomic development, provide safe, affordable and nutritious food, increase production of fish relative to the amount of land, water, feed and energy used and minimize environmental impacts, fish diseases and escapes.","Promover o desenvolvimento socioeconômico, fornecer alimento seguro, acessível e nutritivo, aumentar a produção de peixe por unidade de terra, água, ração e energia gastos e minimizar os impactos ambientais, doenças nos peixes e fuga dos peixes."
rural poor people,Pessoas pobres rurais
"Any persistent, manufactured or processed solid material discarded, disposed of or abandoned in marine and coastal environments.","Qualquer material sólido persistente, fabricado ou processado, descartado ou abandonado em ambientes marinhos e costeiros."
"Overfishing, eutrophication, ocean acidification and habitat alteration, would be beneficial to non-indigenous species.","Pesca excessiva, eutrofização, acidificação dos oceanos e alteração de habitat seriam benéficos para as espécies não indígenas."
15%,15%
50 Gt/y.,50 Gt/a.
"The knowledge regarding the impact of climate change on aquaculture still needs to be improved, in which more research is necessary to improve seeds, feeds, and the health management of the industry. ","O conhecimento do impacto das mudanças climáticas na aquicultura ainda precisa melhorar, com necessidade de mais pesquisas para aprimorar sementes, rações e a gestão sanitária da indústria."
1647500,1647500
Because they help to release oxygen back into the atmosphere by a high level of primary production from photosynthesis by phytoplankton in the zone of light penetration,Porque elas ajudam a liberar oxigênio de volta para a atmosfera já que há um alto nível de produção primária da fotossíntese pelo fitoplâncton na zona de penetração da luz.
"Changes in the ways that those two ecosystems provide food, habitats and nursery areas for fish and shellfish, with repercussions on fishing yields and livelihoods","Mudanças nas formas como esses dois ecossistemas fornecem alimentos, habitats e áreas de viveiro para peixes e crustáceos, com repercussões na produção pesqueira e nos meios de subsistência."
"The bottom waters of the ocean would soon be depleted of oxygen, and aerobic life there would cease to exist.",As águas do fundo do oceano logo seriam esvaziadas de oxigênio e a vida aeróbica deixaria de existir.
about 1 million tons,cerca de 1 milhão de toneladas
Because of the many resources the ocean provide.,Por causa dos muitos recursos que o oceano fornece.
"Increasing the nutritional health of global population, in specific on rural poor regions","Aumento na saúde alimentar global, em particular em regiões rurais de baixa renda. "
"The provisioning services to benefit the middle and moderately high latitudes at the expense of low latitudes, where small-scale by subsistence fishing is often important for food security.","Os serviços de abastecimento para beneficiar as latitudes médias e moderadamente altas às custas das latitudes baixas, onde a pesca em pequena escala de subsistência é frequentemente importante para a segurança alimentar.
"
Baseline data about ecosystems around gas installations and offshore oil,Bases de dados sobre ecossistemas em torno de instalações de gás e plataformas petrolíferas
"The number of species is expected to rise, especially for macroalgae; however, owing to uneven human and infrastructure capacities among regions, some regions will be less studied than others.","Espera-se que o número de espécies aumente, especialmente para macroalgas; no entanto, devido às capacidades humanas e de infraestrutura desiguais entre as regiões, algumas regiões serão menos estudadas do que outras."
Because of global warming,Por causa do aquecimento global
"The increase in greenhouse gas emissions, waste production, including plastics, and the use of chemicals in agriculture, energy production and resource extraction","O aumento nas emissões de gases do efeito estufa, da produção de lixo, incluindo plásticos, e do uso de produtos químicos na agricultura, produção de energia e extração de recursos"
"Swimming, diving, kayaking, surfing, sailing and wildlife viewing.","Natação, mergulho, canoagem, surf, vela e observação da vida selvagem."
In Australia,Na Austrália
Through contact with water containing pathogens or consumption of food contaminated with bacteria,Por meio do contato com a água contendo patógenos ou pelo consumo de comida contaminada com bactérias
"Through the action of pollutants (such as mercury) or pathogens (often from sewage and ballast water) discharged into the sea and taken up by plants, fish and shellfish that are harvested for human consumption, and through toxins generated by, or viruses found in, various biota in the sea and taken up by some fish and shellfish.","Por meio da ação de poluentes (como mercúrio) ou patógenos (muitas vezes de esgoto e água de lastro) lançados no mar e absorvidos por plantas, peixes e crustáceos que são colhidos para consumo humano, e por meio de toxinas geradas por, ou vírus encontrados em, vários biotas encontrados no mar e absorvidos por alguns peixes e crustáceos."
"Because so far, projects that generate energy from tides are still rare, and those that exist have not yet reached full commercialization.","Porque até o momento, os projetos que geram energia a partir de marés ainda são raros, e os que existem  ainda não alcançaram a comercialização plena ."
The change in the production and consumption patterns of these materials.,A mudança nos padrões de produção e consumo desses materiais.
South,Sul
Vanvoorstia bennettiana,Vanvoorstia bennettiana
"According to the conservations assesments, nearly 50 per cent of elasmobranchs are threatened or near threatened with extinction.","De acordo com as avaliações de conservação, quase 50 por cento dos elasmobrânquios estão ameaçados ou quase ameaçados de extinção."
The process of decision-making and management tools are the two distinct levels of governance,O processo de tomada de decisão e ferramentas de gerenciamento são as duas formas de governança distintas
They drive fish away and kill benthic organisms.,Elas afastam os peixes e matam os organismos bentônicos.
"They contribute substantially to the income and employment, and therefore indirectly, to the food security of more than 10 percent of the world’s population, principally in developing countries and emerging economies.","Elas contribuem substancialmente para a renda e o emprego e, portanto, indiretamente, para a segurança alimentar de mais de 10 por cento da população mundial, principalmente nos países em desenvolvimento e economias emergentes."
Arctic and Africa.,Ártico e África.
"The overexploitation of resources, the conversion of mangrove areas to other land uses and the rise in sea level.","A super exploração de recursos, a conversão de áreas de manguezais para outros usos do solo e o aumento do nível do mar."
"Coastal retreat, habitat destruction, loss of land and negative ecological and socioeconomic impacts on coastal zones.","Recuo da costa, destruição de habitat, perda de terras e impactos ecológicos e socioeconômicos negativos nas zonas costeiras."
Overexploitation and habitat loss and degradation,A superexploração e a perda e degradação de habitat
"Although the northern hemisphere warming is more prominent, the greater volume of the ocean in the southern hemisphere increases the contribution of its warming on the global heat content","Embora o aquecimento no hemisfério norte seja mais proeminente, o volume de água maior nos oceanos do hemisfério sul aumenta a contribuição do seu aquecimento para a quantidade de calor global."
" It has brought along some problems in the form of enhanced run-off of both agricultural nutrients and pesticides, as well as the airborne and waterborne inputs of nutrients from waste from agricultural stock. ","Ela trouxe problemas na forma de escoamento de nutrientes agrícolas e pesticidas, assim como a entrada de nutrientes na água e no ar de rejeitos de estoque agrícola."
"It changes the amount of rain, it causes more extreme precipitation events and causes changes in the balance between snow and rain","Altera a quantidade de chuva observada, causa mais eventos de precipitação extrema e provoca mudanças no equilíbrio entre neve e chuva"
Over 11 million square kilometers,Mais de 11 milhões de quilômetros quadrados
"Because it can generate conflicts over the access to resources and property rights, which undermines policies and agreements focused on sustainability","Porque as corporações podem gerar conflitos pelo acesso à recursos e direitos de propriedade, o que prejudica políticas e acordos com foco na sustentabilidade"
"Shipping transports about 90 percent of international trade by volume, making it critical to the global economy. It is still recovering from the economic crisis of the 2008–2011 period and was seriously affected by the COVID-19 pandemic.","O transporte marítimo transporta cerca de 90 por cento em volume do comércio internacional, o que o torna fundamental para a economia global. Ele está ainda se recuperando da crise econômica do período 2008–2011 e foi seriamente afetado pela pandemia de COVID-19."
Coastal currents and extreme weather events.,Correntes costeiras e eventos climáticos extremos
Because they are only able to reproduce in a narrow range of temperatures.,Pois elas são capazes de se reproduzir apenas em uma pequena faixa de temperaturas.
"Cold-water seaweeds, in particular kelps","Algas de água fria, em particular kelps"
During the Ice Ages,Durante a Era do Gelo
The overcapacity resulting from the general economic recession.,O excesso de capacidade resultante da recessão econômica geral.
"Global warming is likely to affect many aspects of ocean processes. Changes in seasurface temperature, sea level and other primary impacts will lead, among other things, to increases in the frequency of major tropical storms (cyclones, hurricanes and typhoons), bigger ocean swell waves and reduced polar ice formation. 
","O aquecimento global provavelmente afetará muitos aspectos dos processos oceânicos. Mudanças na temperatura da superfície do mar, no nível do mar e outros impactos primários levarão, entre outras coisas, a aumentos na frequência das grandes tempestades tropicais (ciclones, furacões e tufões), ondas maiores do oceano e redução da formação de gelo polar."
Contamination from pathogens and toxins.,Contaminação de patógenos e toxinas.
"Some species move poleward and deeper, where temperatures are more suitable","Algumas espécies se deslocam na direção dos polos e mais para o fundo, onde as temperaturas são mais adequadas"
United States and Asia.,Os Estados Unidos e a Ásia.
"They experience progressive erosion caused by a combination of geotechnical instability, weathering  and wave action.","Eles sofrem erosão progressiva causada por uma combinação de instabilidade geotécnica, intemperismo e ação das ondas."
Stop overfishing,Acabar com a pesca excessiva
Overexploitation and habitat loss and degradation. Scientific assessment and effective fisheries management can reverse some of these effects.,"Superexploração, perda e degradação de habitat. A avaliação científica e a gestão eficaz da pesca podem reverter alguns destes efeitos."
